State,Name,Address,Price,Bed_Info,Phone,low_price,high_price
Indiana,"1388 Sunset Blvd, Avon, IN 46123","1388 Sunset Blvd, Avon, IN 46123",2850,"4 Beds, 2.5 Baths, 2,638 sq ft",3177792618.0,2850,2850
Indiana,"17 Woodland Dr Unit Upstair Rental, Carmel, IN 46032","17 Woodland Dr Unit Upstair Rental, Carmel, IN 46032",1050,"5 Beds, 1 Bath, 790 sq ft",,1050,1050
Indiana,"8850 River Bend Pkwy, Indianapolis, IN 46250","8850 River Bend Pkwy, Indianapolis, IN 46250",1798,"2 Beds, 2 Baths, 1,062 sq ft",6282306029.0,1798,1798
Indiana,"7601 Carlton Arms Dr, Indianapolis, IN 46256","7601 Carlton Arms Dr, Indianapolis, IN 46256",1556,"2 Beds, 1 Bath, 867 sq ft",4154495362.0,1556,1556
Indiana,"651 N Oxford St, Indianapolis, IN 46201","651 N Oxford St, Indianapolis, IN 46201",1595,"3 Beds, 2 Baths, 1,400 sq ft",6026415652.0,1595,1595
Indiana,"890 Massachusetts Ave, Indianapolis, IN 46204","890 Massachusetts Ave, Indianapolis, IN 46204",3990,"3 Beds, 3 Baths, 1,991 sq ft",4632098711.0,3990,3990
Indiana,"520 E Washington St, Indianapolis, IN 46204","520 E Washington St, Indianapolis, IN 46204",1950,"1 Bed, 1 Bath, 710 sq ft",4632133382.0,1950,1950
Indiana,"27 N Highland Ave, Indianapolis, IN 46202","27 N Highland Ave, Indianapolis, IN 46202",3870,"3 Beds, 3 Baths, 2,668 sq ft",3179361935.0,3870,3870
Indiana,"1409 Linden St, Indianapolis, IN 46203","1409 Linden St, Indianapolis, IN 46203",8860,"5 Beds, 6 Baths, 2,894 sq ft",3175978583.0,8860,8860
Indiana,"5858 N College Ave, Indianapolis, IN 46220","5858 N College Ave, Indianapolis, IN 46220",2120,"Studio, 1 Bath, 538 sq ft",3175971478.0,2120,2120
Indiana,"8510 Westfield Blvd, Indianapolis, IN 46240","8510 Westfield Blvd, Indianapolis, IN 46240",2600,"2 Beds, 2 Baths, 1,011 sq ft",3177514097.0,2600,2600
Indiana,"10301 Starhaven Cir, Indianapolis, IN 46229","10301 Starhaven Cir, Indianapolis, IN 46229",1995,"3 Beds, 3 Baths, 2,188 sq ft",8479579850.0,1995,1995
Indiana,"2525 Solana Way, Indianapolis, IN 46240","2525 Solana Way, Indianapolis, IN 46240",1740,"1 Bed, 1 Bath, 646 sq ft",3176208943.0,1740,1740
Indiana,"965 E 64th St, Indianapolis, IN 46220","965 E 64th St, Indianapolis, IN 46220",2480,"2 Beds, 2 Baths, 699 sq ft",3176597536.0,2480,2480
Indiana,"1083 Williamsburg Way, Indianapolis, IN 46234","1083 Williamsburg Way, Indianapolis, IN 46234",1850,"3 Beds, 2 Baths, 1,418 sq ft",,1850,1850
Indiana,"5742 Twin River Ln, Indianapolis, IN 46239","5742 Twin River Ln, Indianapolis, IN 46239",2310,"4 Beds, 2.5 Baths, 2,773 sq ft",,2310,2310
Indiana,"11631 High Timber Dr, Indianapolis, IN 46235","11631 High Timber Dr, Indianapolis, IN 46235",1805,"3 Beds, 2 Baths, 1,500 sq ft",,1805,1805
Indiana,"2826 Cahokia Ct, Indianapolis, IN 46217","2826 Cahokia Ct, Indianapolis, IN 46217",1770,"3 Beds, 2.5 Baths, 1,440 sq ft",,1770,1770
Indiana,"6140 Gunyon Way, Indianapolis, IN 46237","6140 Gunyon Way, Indianapolis, IN 46237",1925,"3 Beds, 2 Baths, 1,274 sq ft",,1925,1925
Indiana,"7710 Sergi Canyon Dr, Indianapolis, IN 46217","7710 Sergi Canyon Dr, Indianapolis, IN 46217",1800,"4 Beds, 2 Baths, 1,274 sq ft",,1800,1800
Indiana,"2039 Orchid Bloom Dr, Indianapolis, IN 46231","2039 Orchid Bloom Dr, Indianapolis, IN 46231",1730,"3 Beds, 2 Baths, 1,222 sq ft",,1730,1730
Indiana,"4520 Woodland Ct, Indianapolis, IN 46254","4520 Woodland Ct, Indianapolis, IN 46254",2025,"3 Beds, 2.5 Baths, 2,148 sq ft",3176998369.0,2025,2025
Indiana,"2021 N Drexel Ave, Indianapolis, IN 46218","2021 N Drexel Ave, Indianapolis, IN 46218",1249,"3 Beds, 1 Bath, 930 sq ft",4632783984.0,1249,1249
Indiana,"2620 Eagledale Dr, Indianapolis, IN 46222","2620 Eagledale Dr, Indianapolis, IN 46222",1349,"3 Beds, 1 Bath, 925 sq ft",3177680921.0,1349,1349
Indiana,"335 W 9th St, Indianapolis, IN 46202","335 W 9th St, Indianapolis, IN 46202",2014,"2 Beds, 2 Baths, 989 sq ft",4638008485.0,2014,2014
Indiana,"4534 Stone Mill Dr, Indianapolis, IN 46237","4534 Stone Mill Dr, Indianapolis, IN 46237",2025,"3 Beds, 2.5 Baths, 1,560 sq ft",3176764493.0,2025,2025
Indiana,"9906 Runway Dr, Indianapolis, IN 46234","9906 Runway Dr, Indianapolis, IN 46234",2251,"2 Beds, 2 Baths, 1,434 sq ft",6288992007.0,2251,2251
Indiana,"6125 Roselawn Dr, Indianapolis, IN 46226","6125 Roselawn Dr, Indianapolis, IN 46226",1199,"4 Beds, 1 Bath, 1,274 sq ft",3172048275.0,1199,1199
Indiana,"6515 Knobstone Way, Indianapolis, IN 46203","6515 Knobstone Way, Indianapolis, IN 46203",1835,"3 Beds, 2.5 Baths, 1,781 sq ft",4632130925.0,1835,1835
Indiana,"7818 Sergi Canyon Dr, Indianapolis, IN 46217","7818 Sergi Canyon Dr, Indianapolis, IN 46217",1920,"3 Beds, 2.5 Baths, 2,068 sq ft",4638008525.0,1920,1920
Indiana,"3427 Talavera Dr, Indianapolis, IN 46268","3427 Talavera Dr, Indianapolis, IN 46268",2365,"3 Beds, 2.5 Baths, 2,381 sq ft",3179835991.0,2365,2365
Indiana,"5647 James Blair Dr, Indianapolis, IN 46234","5647 James Blair Dr, Indianapolis, IN 46234",2030,"3 Beds, 2.5 Baths, 2,120 sq ft",3178540137.0,2030,2030
Indiana,"7934 Cherrybark Dr, Indianapolis, IN 46236","7934 Cherrybark Dr, Indianapolis, IN 46236",1905,"3 Beds, 2 Baths, 1,361 sq ft",3178548392.0,1905,1905
Indiana,"2318 Lammermoor Cir, Indianapolis, IN 46214","2318 Lammermoor Cir, Indianapolis, IN 46214",2225,"4 Beds, 2.5 Baths, 2,138 sq ft",4632436360.0,2225,2225
Indiana,"8243 Retreat Ln, Indianapolis, IN 46259","8243 Retreat Ln, Indianapolis, IN 46259",2270,"3 Beds, 2.5 Baths, 2,842 sq ft",4632192964.0,2270,2270
Indiana,"8046 Wichita Hill Dr, Indianapolis, IN 46217","8046 Wichita Hill Dr, Indianapolis, IN 46217",2080,"3 Beds, 2.5 Baths, 2,476 sq ft",4638008497.0,2080,2080
Indiana,"11350 High Timber Dr, Indianapolis, IN 46235","11350 High Timber Dr, Indianapolis, IN 46235",1955,"3 Beds, 2.5 Baths, 2,034 sq ft",4634002513.0,1955,1955
Indiana,"10621 Inspiration Dr, Indianapolis, IN 46259","10621 Inspiration Dr, Indianapolis, IN 46259",2275,"4 Beds, 2.5 Baths, 2,700 sq ft",4632195014.0,2275,2275
Indiana,"7764 Shasta Dr, Indianapolis, IN 46217","7764 Shasta Dr, Indianapolis, IN 46217",2375,"4 Beds, 2.5 Baths, 2,504 sq ft",,2375,2375
Indiana,"8551 Bluff Point Dr, Indianapolis, IN 46113","8551 Bluff Point Dr, Indianapolis, IN 46113",1955,"3 Beds, 2.5 Baths, 1,792 sq ft",,1955,1955
Indiana,"4362 Fullwood Ct, Indianapolis, IN 46254","4362 Fullwood Ct, Indianapolis, IN 46254",1720,"3 Beds, 2.5 Baths, 1,311 sq ft",,1720,1720
Indiana,"3115 Black Forest Ln, Indianapolis, IN 46239","3115 Black Forest Ln, Indianapolis, IN 46239",1845,"3 Beds, 2.5 Baths, 1,792 sq ft",,1845,1845
Indiana,"4052 Caddy Way, Indianapolis, IN 46268","4052 Caddy Way, Indianapolis, IN 46268",1765,"3 Beds, 2 Baths, 1,452 sq ft",,1765,1765
Indiana,"5751 Ashcroft Dr, Indianapolis, IN 46221","5751 Ashcroft Dr, Indianapolis, IN 46221",1810,"3 Beds, 2 Baths, 1,419 sq ft",,1810,1810
Indiana,"7529 Pipestone Dr, Indianapolis, IN 46217","7529 Pipestone Dr, Indianapolis, IN 46217",2385,"4 Beds, 2.5 Baths, 2,464 sq ft",,2385,2385
Indiana,"3633 Laurel Cherry Ln, Indianapolis, IN 46239","3633 Laurel Cherry Ln, Indianapolis, IN 46239",2105,"3 Beds, 2.5 Baths, 2,032 sq ft",,2105,2105
Indiana,"10646 Pavilion Dr, Indianapolis, IN 46259","10646 Pavilion Dr, Indianapolis, IN 46259",1875,"4 Beds, 2.5 Baths, 2,040 sq ft",,1875,1875
Indiana,"1235 Country Creek Ct, Indianapolis, IN 46234","1235 Country Creek Ct, Indianapolis, IN 46234",1910,"3 Beds, 2.5 Baths, 1,440 sq ft",,1910,1910
Indiana,"10941 Minuteman Ct, Indianapolis, IN 46234","10941 Minuteman Ct, Indianapolis, IN 46234",1790,"3 Beds, 2 Baths, 1,260 sq ft",,1790,1790
Indiana,"5126 Pike View Dr, Indianapolis, IN 46268","5126 Pike View Dr, Indianapolis, IN 46268",1885,"3 Beds, 2 Baths, 1,248 sq ft",,1885,1885
Indiana,"3348 Blue Ash Ln, Indianapolis, IN 46239","3348 Blue Ash Ln, Indianapolis, IN 46239",1985,"4 Beds, 2.5 Baths, 1,992 sq ft",,1985,1985
Indiana,"8636 Wheatfield Dr, Indianapolis, IN 46113","8636 Wheatfield Dr, Indianapolis, IN 46113",2055,"3 Beds, 2.5 Baths, 2,396 sq ft",,2055,2055
Indiana,"5174 S Orth Dr, Indianapolis, IN 46221","5174 S Orth Dr, Indianapolis, IN 46221",2085,"3 Beds, 2.5 Baths, 1,670 sq ft",,2085,2085
Indiana,"9117 Cherry Grove Ct, Indianapolis, IN 46113","9117 Cherry Grove Ct, Indianapolis, IN 46113",1925,"3 Beds, 2.5 Baths, 1,713 sq ft",,1925,1925
Indiana,"5777 Scotland St, Indianapolis, IN 46234","5777 Scotland St, Indianapolis, IN 46234",2190,"4 Beds, 2 Baths, 1,616 sq ft",,2190,2190
Indiana,"7614 Bancaster Dr, Indianapolis, IN 46268","7614 Bancaster Dr, Indianapolis, IN 46268",2345,"4 Beds, 2.5 Baths, 1,720 sq ft",,2345,2345
Indiana,"7462 Carnation Ln, Indianapolis, IN 46214","7462 Carnation Ln, Indianapolis, IN 46214",2340,"5 Beds, 2.5 Baths, 1,940 sq ft",,2340,2340
Indiana,"4603 Whitham Ln, Indianapolis, IN 46237","4603 Whitham Ln, Indianapolis, IN 46237",2430,"4 Beds, 2 Baths, 1,383 sq ft",,2430,2430
Indiana,"5651 Dollar Forge Dr, Indianapolis, IN 46221","5651 Dollar Forge Dr, Indianapolis, IN 46221",2030,"4 Beds, 2.5 Baths, 2,100 sq ft",,2030,2030
Indiana,"4829 Lincoln Rd, Indianapolis, IN 46228","4829 Lincoln Rd, Indianapolis, IN 46228",2010,"3 Beds, 2 Baths, 1,573 sq ft",,2010,2010
Indiana,"1716 Countryside Dr, Indianapolis, IN 46231","1716 Countryside Dr, Indianapolis, IN 46231",1935,"3 Beds, 2.5 Baths, 1,704 sq ft",,1935,1935
Indiana,"3324 Spring Wind Ln, Indianapolis, IN 46239","3324 Spring Wind Ln, Indianapolis, IN 46239",1745,"3 Beds, 2 Baths, 1,326 sq ft",,1745,1745
Indiana,"4629 Plowman Dr, Indianapolis, IN 46237","4629 Plowman Dr, Indianapolis, IN 46237",1785,"3 Beds, 2 Baths, 1,372 sq ft",,1785,1785
Indiana,"5519 Story Ct, Indianapolis, IN 46221","5519 Story Ct, Indianapolis, IN 46221",2270,"3 Beds, 2 Baths, 1,246 sq ft",,2270,2270
Indiana,"4261 Village Bend Dr, Indianapolis, IN 46254","4261 Village Bend Dr, Indianapolis, IN 46254",1795,"3 Beds, 2.5 Baths, 1,680 sq ft",,1795,1795
Indiana,"542 W 29th St, Indianapolis, IN 46208","542 W 29th St, Indianapolis, IN 46208",850,"1 Bed, 1 Bath",4632050803.0,850,850
Indiana,"10392 Split Rock Way, Indianapolis, IN 46234","10392 Split Rock Way, Indianapolis, IN 46234",2160,"3 Beds, 2.5 Baths, 2,830 sq ft",,2160,2160
Indiana,"2815 Sunnyfield Ct, Indianapolis, IN 46228","2815 Sunnyfield Ct, Indianapolis, IN 46228",1780,"3 Beds, 2 Baths, 1,228 sq ft",,1780,1780
Indiana,"6422 Decatur Commons, Indianapolis, IN 46221","6422 Decatur Commons, Indianapolis, IN 46221",1780,"3 Beds, 2 Baths, 1,366 sq ft",,1780,1780
Indiana,"3212 Cork Bend Dr, Indianapolis, IN 46239","3212 Cork Bend Dr, Indianapolis, IN 46239",1955,"4 Beds, 2.5 Baths, 1,633 sq ft",,1955,1955
Indiana,"4916 Eagle Talon Ct, Indianapolis, IN 46254","4916 Eagle Talon Ct, Indianapolis, IN 46254",1849,"3 Beds, 2 Baths, 1,260 sq ft",3177203237.0,1849,1849
Indiana,"11304 Arches Dr, Indianapolis, IN 46235","11304 Arches Dr, Indianapolis, IN 46235",1815,"4 Beds, 2.5 Baths, 2,620 sq ft",3176767782.0,1815,1815
Indiana,"4301 N Kitley Ave, Indianapolis, IN 46226","4301 N Kitley Ave, Indianapolis, IN 46226",1345,"3 Beds, 1 Bath, 1,000 sq ft",4632618200.0,1345,1345
Indiana,"10694 Hoosier Ct, Indianapolis, IN 46234","10694 Hoosier Ct, Indianapolis, IN 46234",1715,"3 Beds, 2.5 Baths, 1,505 sq ft",3175630863.0,1715,1715
Indiana,"3415 Alpine Pl, Indianapolis, IN 46226","3415 Alpine Pl, Indianapolis, IN 46226",1570,"3 Beds, 2.5 Baths, 2,088 sq ft",3176242274.0,1570,1570
Indiana,"406 N Delaware St, Indianapolis, IN 46204","406 N Delaware St, Indianapolis, IN 46204",1025,"1 Bed, 1 Bath, 489 sq ft",4637772182.0,1025,1025
Indiana,"1911 Dutch Elm Dr, Indianapolis, IN 46231","1911 Dutch Elm Dr, Indianapolis, IN 46231",1715,"3 Beds, 2.5 Baths, 1,792 sq ft",3175274149.0,1715,1715
Indiana,"5569 Bracken Dr, Indianapolis, IN 46239","5569 Bracken Dr, Indianapolis, IN 46239",2270,"4 Beds, 2.5 Baths, 2,980 sq ft",3177792129.0,2270,2270
Indiana,"7925 Placing Rd, Indianapolis, IN 46226","7925 Placing Rd, Indianapolis, IN 46226",1470,"3 Beds, 1.5 Baths, 1,216 sq ft",3176769343.0,1470,1470
Indiana,"6719 E 42nd St, Indianapolis, IN 46226","6719 E 42nd St, Indianapolis, IN 46226",1905,"4 Beds, 2 Baths, 1,586 sq ft",3176534236.0,1905,1905
Indiana,"35 Lauck Ln, Indianapolis, IN 46227","35 Lauck Ln, Indianapolis, IN 46227",2045,"4 Beds, 1.5 Baths, 1,882 sq ft",3179346635.0,2045,2045
Indiana,"5519 Old Mill Ct, Indianapolis, IN 46221","5519 Old Mill Ct, Indianapolis, IN 46221",1485,"3 Beds, 2 Baths, 1,232 sq ft",3174893926.0,1485,1485
Indiana,"8635 Stoddard Ln, Indianapolis, IN 46217","8635 Stoddard Ln, Indianapolis, IN 46217",1980,"3 Beds, 2 Baths, 2,232 sq ft",3176769735.0,1980,1980
Indiana,"11205 Fall Dr, Indianapolis, IN 46229","11205 Fall Dr, Indianapolis, IN 46229",1965,"4 Beds, 3 Baths, 2,578 sq ft",3175264827.0,1965,1965
Indiana,"7837 Cross Willow Blvd, Indianapolis, IN 46239","7837 Cross Willow Blvd, Indianapolis, IN 46239",1980,"3 Beds, 2 Baths, 1,320 sq ft",3179612602.0,1980,1980
Indiana,"640 Ashford Dr, Indianapolis, IN 46214","640 Ashford Dr, Indianapolis, IN 46214",2215,"4 Beds, 2.5 Baths, 2,385 sq ft",3176767982.0,2215,2215
Indiana,"5828 Mustang Ct, Indianapolis, IN 46228","5828 Mustang Ct, Indianapolis, IN 46228",2520,"4 Beds, 2.5 Baths, 2,606 sq ft",,2520,2520
Indiana,"6031 Long River Ln, Indianapolis, IN 46221","6031 Long River Ln, Indianapolis, IN 46221",1840,"3 Beds, 1.5 Baths, 1,344 sq ft",3177512701.0,1840,1840
Indiana,"419 Buffalo Dr, Indianapolis, IN 46217","419 Buffalo Dr, Indianapolis, IN 46217",1780,"3 Beds, 2 Baths, 1,456 sq ft",3177932769.0,1780,1780
Indiana,"8738 Buckhaven Dr, Indianapolis, IN 46256","8738 Buckhaven Dr, Indianapolis, IN 46256",1950,"4 Beds, 2.5 Baths, 1,764 sq ft",3176994259.0,1950,1950
Indiana,"3738 Laurel Cherry Ln, Indianapolis, IN 46239","3738 Laurel Cherry Ln, Indianapolis, IN 46239",1750,"3 Beds, 2 Baths, 1,422 sq ft",,1750,1750
Indiana,"11402 Geist Valley Dr, Indianapolis, IN 46236","11402 Geist Valley Dr, Indianapolis, IN 46236",1905,"3 Beds, 2.5 Baths, 1,702 sq ft",3174276091.0,1905,1905
Indiana,"8827 Browns Valley Ct, Indianapolis, IN 46113","8827 Browns Valley Ct, Indianapolis, IN 46113",1840,"3 Beds, 2.5 Baths, 2,680 sq ft",3174838175.0,1840,1840
Indiana,"10808 Ruckle St, Indianapolis, IN 46280","10808 Ruckle St, Indianapolis, IN 46280",1860,"3 Beds, 1.5 Baths, 1,602 sq ft",3175486877.0,1860,1860
Indiana,"7811 Amadeus Dr, Indianapolis, IN 46239","7811 Amadeus Dr, Indianapolis, IN 46239",1799,"3 Beds, 2 Baths, 2,333 sq ft",3176485564.0,1799,1799
Indiana,"8902 Hosta Way, Indianapolis, IN 46113","8902 Hosta Way, Indianapolis, IN 46113",1699,"3 Beds, 2 Baths, 1,170 sq ft",3177517219.0,1699,1699
Indiana,"576 E Fall Creek Pkwy N Dr, Indianapolis, IN 46205","576 E Fall Creek Pkwy N Dr, Indianapolis, IN 46205",1200,"2 Beds, 1 Bath",3176623737.0,1200,1200
Indiana,"4834 N Kenyon Dr, Indianapolis, IN 46226","4834 N Kenyon Dr, Indianapolis, IN 46226",1320,"3 Beds, 1.5 Baths, 1,160 sq ft",4632204608.0,1320,1320
Indiana,"10851 Zimmerman Ln, Indianapolis, IN 46231","10851 Zimmerman Ln, Indianapolis, IN 46231",2305,"5 Beds, 3 Baths, 3,702 sq ft",3178861180.0,2305,2305
Indiana,"4412 Tucson Dr, Indianapolis, IN 46241","4412 Tucson Dr, Indianapolis, IN 46241",1530,"3 Beds, 2 Baths, 1,248 sq ft",3178681369.0,1530,1530
Indiana,"2732 Redland Ln, Indianapolis, IN 46217","2732 Redland Ln, Indianapolis, IN 46217",1735,"3 Beds, 2.5 Baths, 1,977 sq ft",3176769167.0,1735,1735
Indiana,"8164 Alamosa Dr, Indianapolis, IN 46236","8164 Alamosa Dr, Indianapolis, IN 46236",2025,"3 Beds, 2 Baths, 1,644 sq ft",4637772864.0,2025,2025
Indiana,"3215 Brandenburg Dr, Indianapolis, IN 46239","3215 Brandenburg Dr, Indianapolis, IN 46239",1749,"4 Beds, 2 Baths, 1,486 sq ft",3177432426.0,1749,1749
Indiana,"6117 Epperson Dr, Indianapolis, IN 46221","6117 Epperson Dr, Indianapolis, IN 46221",1805,"3 Beds, 1 Bath, 1,474 sq ft",3176762591.0,1805,1805
Indiana,"4344 Braemar Dr, Indianapolis, IN 46254","4344 Braemar Dr, Indianapolis, IN 46254",1645,"3 Beds, 2 Baths, 1,316 sq ft",3178861067.0,1645,1645
Indiana,"8141 S East St, Indianapolis, IN 46227","8141 S East St, Indianapolis, IN 46227",1755,"4 Beds, 2 Baths, 1,851 sq ft",3177511792.0,1755,1755
Indiana,"2906 Redland Ln, Indianapolis, IN 46217","2906 Redland Ln, Indianapolis, IN 46217",1680,"3 Beds, 2.5 Baths, 1,368 sq ft",,1680,1680
Indiana,"11644 Indian Crk S Rd, Indianapolis, IN 46259","11644 Indian Crk S Rd, Indianapolis, IN 46259",1600,"4 Beds, 1.5 Baths, 1,706 sq ft",3176766055.0,1600,1600
Indiana,"138 Village Green Dr, Indianapolis, IN 46227","138 Village Green Dr, Indianapolis, IN 46227",1600,"3 Beds, 2.5 Baths, 1,462 sq ft",3177547749.0,1600,1600
Indiana,"10867 Muddy River Rd, Indianapolis, IN 46234","10867 Muddy River Rd, Indianapolis, IN 46234",2199,"3 Beds, 2 Baths, 1,822 sq ft",3177512569.0,2199,2199
Indiana,"819 Moss Oak Ct, Indianapolis, IN 46217","819 Moss Oak Ct, Indianapolis, IN 46217",1450,"3 Beds, 1.5 Baths, 1,120 sq ft",3177473896.0,1450,1450
Indiana,"9165 Cinnebar Dr, Indianapolis, IN 46268","9165 Cinnebar Dr, Indianapolis, IN 46268",2000,"3 Beds, 3 Baths, 2,100 sq ft",4632306535.0,2000,2000
Indiana,"5714 Minden Dr, Indianapolis, IN 46221","5714 Minden Dr, Indianapolis, IN 46221",2260,"4 Beds, 2.5 Baths, 2,600 sq ft",,2260,2260
Indiana,"6318 Kentstone Dr, Indianapolis, IN 46268","6318 Kentstone Dr, Indianapolis, IN 46268",2745,"4 Beds, 3 Baths, 2,718 sq ft",3177903059.0,2745,2745
Indiana,"6903 Hardwood Dr, Indianapolis, IN 46250","6903 Hardwood Dr, Indianapolis, IN 46250",1890,"3 Beds, 1 Bath, 1,502 sq ft",3177942340.0,1890,1890
Indiana,"7237 Kimble Dr, Indianapolis, IN 46217","7237 Kimble Dr, Indianapolis, IN 46217",1949,"3 Beds, 2 Baths, 1,992 sq ft",3179613295.0,1949,1949
Indiana,"3742 Limberpine Dr, Indianapolis, IN 46235","3742 Limberpine Dr, Indianapolis, IN 46235",1800,"3 Beds, 2 Baths, 1,574 sq ft",3175265005.0,1800,1800
Indiana,"2604 Morning Star Dr, Indianapolis, IN 46229","2604 Morning Star Dr, Indianapolis, IN 46229",1700,"3 Beds, 2.5 Baths, 1,611 sq ft",3179616808.0,1700,1700
Indiana,"9101 E 13th St, Indianapolis, IN 46229","9101 E 13th St, Indianapolis, IN 46229",1960,"3 Beds, 2 Baths, 2,048 sq ft",3179538779.0,1960,1960
Indiana,"7939 Puckett Ln, Indianapolis, IN 46113","7939 Puckett Ln, Indianapolis, IN 46113",2145,"3 Beds, 2 Baths, 2,138 sq ft",3177433116.0,2145,2145
Indiana,"2547 Greythorne Dr, Indianapolis, IN 46239","2547 Greythorne Dr, Indianapolis, IN 46239",2475,"3 Beds, 2.5 Baths, 2,280 sq ft",3175160074.0,2475,2475
Indiana,"1058 N Traub Ave, Indianapolis, IN 46222","1058 N Traub Ave, Indianapolis, IN 46222",750,"1 Bed, 1 Bath, 1,800 sq ft",4632306553.0,750,750
Indiana,"6543 Margaret Ct, Indianapolis, IN 46237","6543 Margaret Ct, Indianapolis, IN 46237",1605,"3 Beds, 1.5 Baths, 1,231 sq ft",,1605,1605
Indiana,"3315 Chamberlin Dr, Indianapolis, IN 46237","3315 Chamberlin Dr, Indianapolis, IN 46237",2065,"3 Beds, 2 Baths, 2,991 sq ft",4639460052.0,2065,2065
Indiana,"6523 Woodmere Cir, Indianapolis, IN 46260","6523 Woodmere Cir, Indianapolis, IN 46260",2250,"3 Beds, 2 Baths, 1,494 sq ft",3178277318.0,2250,2250
Indiana,"2135 E 75th St, Indianapolis, IN 46240","2135 E 75th St, Indianapolis, IN 46240",1885,"3 Beds, 2 Baths, 1,925 sq ft",3176482534.0,1885,1885
Indiana,"1029 St Peter St, Indianapolis, IN 46203","1029 St Peter St, Indianapolis, IN 46203",4799,"4 Beds, 3 Baths, 2,960 sq ft",3177857612.0,4799,4799
Indiana,"8109 Johnstown Ct, Indianapolis, IN 46217","8109 Johnstown Ct, Indianapolis, IN 46217",335,"1 Bed, 1 Bath",4155982078.0,335,335
Indiana,"6002 Tybalt Dr, Indianapolis, IN 46254","6002 Tybalt Dr, Indianapolis, IN 46254",2230,"4 Beds, 2 Baths, 1,904 sq ft",3173484132.0,2230,2230
Indiana,"3625 Dayflower Way, Indianapolis, IN 46235","3625 Dayflower Way, Indianapolis, IN 46235",1965,"3 Beds, 2.5 Baths, 1,642 sq ft",3174589452.0,1965,1965
Indiana,"4111 E Pleasant Run Pkwy S Dr, Indianapolis, IN 46201","4111 E Pleasant Run Pkwy S Dr, Indianapolis, IN 46201",2800,"3 Beds, 3 Baths, 2,041 sq ft",3175265090.0,2800,2800
Indiana,"9232 Whitecliff Way, Indianapolis, IN 46234","9232 Whitecliff Way, Indianapolis, IN 46234",1835,"3 Beds, 2 Baths, 1,216 sq ft",,1835,1835
Indiana,"5722 Pilgrim Dr, Indianapolis, IN 46254","5722 Pilgrim Dr, Indianapolis, IN 46254",1830,"3 Beds, 2 Baths, 1,208 sq ft",,1830,1830
Indiana,"1663 Rogers Cir, Indianapolis, IN 46214","1663 Rogers Cir, Indianapolis, IN 46214",1910,"3 Beds, 2.5 Baths, 2,205 sq ft",3175764969.0,1910,1910
Indiana,"2242 Valley Creek Way, Indianapolis, IN 46229","2242 Valley Creek Way, Indianapolis, IN 46229",1565,"3 Beds, 2 Baths, 1,294 sq ft",3179346267.0,1565,1565
Indiana,"3418 Clifton St, Indianapolis, IN 46208","3418 Clifton St, Indianapolis, IN 46208",1500,"3 Beds, 1.5 Baths, 1,210 sq ft",4632170198.0,1500,1500
Indiana,"2334 Calhoun St, Indianapolis, IN 46203","2334 Calhoun St, Indianapolis, IN 46203",1350,"2 Beds, 1 Bath, 1,205 sq ft",3179617342.0,1350,1350
Indiana,"4126 Denali Ct, Indianapolis, IN 46235","4126 Denali Ct, Indianapolis, IN 46235",1735,"3 Beds, 2.5 Baths, 1,620 sq ft",3178358611.0,1735,1735
Indiana,"5844 Sylvan Dr, Indianapolis, IN 46228","5844 Sylvan Dr, Indianapolis, IN 46228",1450,"3 Beds, 1.5 Baths, 1,144 sq ft",3176769013.0,1450,1450
Indiana,"3342 Busy Bee Ln, Indianapolis, IN 46227","3342 Busy Bee Ln, Indianapolis, IN 46227",1565,"3 Beds, 1 Bath, 1,377 sq ft",3175763649.0,1565,1565
Indiana,"1022 Woodpointe Dr, Indianapolis, IN 46234","1022 Woodpointe Dr, Indianapolis, IN 46234",1500,"3 Beds, 2 Baths, 1,162 sq ft",3178041967.0,1500,1500
Indiana,"8222 E 37th Pl, Indianapolis, IN 46226","8222 E 37th Pl, Indianapolis, IN 46226",1395,"3 Beds, 2 Baths, 1,254 sq ft",3179347025.0,1395,1395
Indiana,"5318 Glencairn Ln, Indianapolis, IN 46226","5318 Glencairn Ln, Indianapolis, IN 46226",1615,"4 Beds, 2 Baths, 1,598 sq ft",3172075648.0,1615,1615
Indiana,"5343 Rocky Mountain Dr, Indianapolis, IN 46237","5343 Rocky Mountain Dr, Indianapolis, IN 46237",1649,"3 Beds, 2 Baths, 1,209 sq ft",3176765541.0,1649,1649
Indiana,"6330 Pinnacle Blvd, Indianapolis, IN 46237","6330 Pinnacle Blvd, Indianapolis, IN 46237",1550,"3 Beds, 1.5 Baths, 1,344 sq ft",3172038595.0,1550,1550
Indiana,"4110 Luxembourg Cir W, Indianapolis, IN 46228","4110 Luxembourg Cir W, Indianapolis, IN 46228",1865,"3 Beds, 2 Baths, 1,202 sq ft",3175763103.0,1865,1865
Indiana,"1705 Randall Rd, Indianapolis, IN 46240","1705 Randall Rd, Indianapolis, IN 46240",1645,"3 Beds, 1 Bath, 1,135 sq ft",4632174741.0,1645,1645
Indiana,"10734 Snowdrop Way, Indianapolis, IN 46235","10734 Snowdrop Way, Indianapolis, IN 46235",1915,"4 Beds, 2.5 Baths, 1,934 sq ft",3177925957.0,1915,1915
