State,Name,Address,Price,Bed_Info,Phone
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-140, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-140, Washington, DC 20016","$2,996","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-168, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-168, Washington, DC 20016","$3,001","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-460, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-460, Washington, DC 20016","$2,951","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-560, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-560, Washington, DC 20016","$2,986","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-160, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-160, Washington, DC 20016","$3,151","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH39, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH39, Washington, DC 20016","$3,255","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH65, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH65, Washington, DC 20016","$3,185","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH72, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH72, Washington, DC 20016","$3,285","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-518, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-518, Washington, DC 20016","$2,604","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-364, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-364, Washington, DC 20016","$4,053","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-532, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-532, Washington, DC 20016","$3,998","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-564, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-564, Washington, DC 20016","$4,123","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-162, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-162, Washington, DC 20016","$4,188","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-210, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-210, Washington, DC 20016","$4,617","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-217, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-217, Washington, DC 20016","$4,517","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-219, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-219, Washington, DC 20016","$4,617","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-525, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-525, Washington, DC 20016","$4,317","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH07, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH07, Washington, DC 20016","$5,144","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH24, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH24, Washington, DC 20016","$5,344","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH28, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH28, Washington, DC 20016","$5,394","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH36, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH36, Washington, DC 20016","$5,144","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH44, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH44, Washington, DC 20016","$4,844","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH68, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH68, Washington, DC 20016","$4,894","2 Beds, 2 Baths",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-923, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-923, Washington, DC 20016","$3,020","1 Bed, 1 Bath, 730 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-514, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-514, Washington, DC 20016","$2,765","1 Bed, 1 Bath, 730 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-422, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-422, Washington, DC 20016","$3,137","1 Bed, 1 Bath, 768 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-611-307, Washington, DC 20016","3401 38th St NW Unit 0B-611-307, Washington, DC 20016","$2,103","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-P07-102, Washington, DC 20016","3401 38th St NW Unit 1B-P07-102, Washington, DC 20016","$2,611","1 Bed, 1 Bath, 800 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 2B-TWR-625, Washington, DC 20016","3401 38th St NW Unit 2B-TWR-625, Washington, DC 20016","$3,783","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-372, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-372, Washington, DC 20016","$2,866","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 2B-TWR-621, Washington, DC 20016","3401 38th St NW Unit 2B-TWR-621, Washington, DC 20016","$3,968","2 Beds, 2 Baths, 912 sq ft",3018734307
Connecticut,"2828 Wisconsin Ave NW Unit 305, Washington, DC 20007","2828 Wisconsin Ave NW Unit 305, Washington, DC 20007","$4,500","2 Beds, 2.5 Baths",9174157810
Connecticut,"3401 38th St NW Unit 1B-P17-304, Washington, DC 20016","3401 38th St NW Unit 1B-P17-304, Washington, DC 20016","$2,877","1 Bed, 1 Bath, 800 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-543, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-543, Washington, DC 20016","$4,292","2 Beds, 2 Baths",3018734307
Connecticut,"3401 38th St NW Unit 0B-617-407, Washington, DC 20016","3401 38th St NW Unit 0B-617-407, Washington, DC 20016","$2,103","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-914, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-914, Washington, DC 20016","$2,865","1 Bed, 1 Bath, 730 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-822, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-822, Washington, DC 20016","$2,842","1 Bed, 1 Bath, 768 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-706, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-706, Washington, DC 20016","$3,297","1 Bed, 1 Bath, 768 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-482, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-482, Washington, DC 20016","$3,938","2 Beds, 2 Baths",3018734307
Connecticut,"3670 38th St NW Unit B248, Washington, DC 20016","3670 38th St NW Unit B248, Washington, DC 20016","$2,850","1 Bed, 2 Baths",2026699888
Connecticut,"4307 Fessenden St NW, Washington, DC 20016","4307 Fessenden St NW, Washington, DC 20016","$7,950","6 Beds, 5 Baths, 2,587 sq ft",2408768750
Connecticut,"3051 Idaho Ave NW Unit 317, Washington, DC 20016","3051 Idaho Ave NW Unit 317, Washington, DC 20016","$1,550","1 Bed, 1 Bath, 392 sq ft",2023904607
Connecticut,"2015 Allen Pl NW, Washington, DC 20009","2015 Allen Pl NW, Washington, DC 20009","$5,990","3 Beds, 2.5 Baths, 3,162 sq ft",7036182825
Connecticut,"1794 Columbia Rd NW, Washington, DC 20009","1794 Columbia Rd NW, Washington, DC 20009","$2,450","1 Bed, 1 Bath, 725 sq ft",7036670462
Connecticut,"6520 Western Ave, Chevy Chase, MD 20815","6520 Western Ave, Chevy Chase, MD 20815","$6,750","5 Beds, 3.5 Baths, 3,810 sq ft",3013463345
Connecticut,"4301 Military Rd NW Unit 202, Washington, DC 20015","4301 Military Rd NW Unit 202, Washington, DC 20015","$6,500","2 Beds, 2.5 Baths",2024231423
Connecticut,"3401 38th St NW Unit 1B-P25-301, Washington, DC 20016","3401 38th St NW Unit 1B-P25-301, Washington, DC 20016","$3,110","1 Bed, 1.5 Baths, 800 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-230, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-230, Washington, DC 20016","$3,191","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-336, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-336, Washington, DC 20016","$2,916","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-386, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-386, Washington, DC 20016","$2,936","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-380, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-380, Washington, DC 20016","$2,966","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-142, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-142, Washington, DC 20016","$2,976","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-167, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-167, Washington, DC 20016","$2,976","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-180, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-180, Washington, DC 20016","$3,101","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-427, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-427, Washington, DC 20016","$3,001","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-552, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-552, Washington, DC 20016","$2,811","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-557, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-557, Washington, DC 20016","$2,786","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH23, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH23, Washington, DC 20016","$3,185","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH52, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH52, Washington, DC 20016","$3,185","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH51, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH51, Washington, DC 20016","$3,185","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH31, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH31, Washington, DC 20016","$3,160","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH75, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH75, Washington, DC 20016","$3,185","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH13, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH13, Washington, DC 20016","$3,235","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH40, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH40, Washington, DC 20016","$3,255","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH73, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH73, Washington, DC 20016","$2,916","1 Bed, 1 Bath, 527 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-318, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-318, Washington, DC 20016","$2,604","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-138, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-138, Washington, DC 20016","$2,739","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-156, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-156, Washington, DC 20016","$2,859","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH37, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH37, Washington, DC 20016","$3,206","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-354, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-354, Washington, DC 20016","$4,003","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-181, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-181, Washington, DC 20016","$3,913","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-582, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-582, Washington, DC 20016","$3,973","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-130, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-130, Washington, DC 20016","$4,008","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-154, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-154, Washington, DC 20016","$4,138","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-419, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-419, Washington, DC 20016","$4,702","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-510, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-510, Washington, DC 20016","$4,737","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH32, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH32, Washington, DC 20016","$5,144","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH46, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH46, Washington, DC 20016","$4,769","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH80, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH80, Washington, DC 20016","$5,644","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-402, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-402, Washington, DC 20016","$3,226","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4319 Harrison St NW Unit 6, Washington, DC 20015","4319 Harrison St NW Unit 6, Washington, DC 20015","$3,600","2 Beds, 2.5 Baths, 906 sq ft",7033386463
Connecticut,"3401 38th St NW Unit 1B-P23-202, Washington, DC 20016","3401 38th St NW Unit 1B-P23-202, Washington, DC 20016","$2,861","1 Bed, 1 Bath, 800 sq ft",3018734307
Connecticut,"1901 Columbia Rd NW Unit 805, Washington, DC 20009","1901 Columbia Rd NW Unit 805, Washington, DC 20009","$6,000","2 Beds, 2 Baths, 2,032 sq ft",7038874976
Connecticut,"3401 38th St NW Unit 1B-TWR-120, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-120, Washington, DC 20016","$2,545","1 Bed, 1 Bath, 730 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 2B-TWR-708, Washington, DC 20016","3401 38th St NW Unit 2B-TWR-708, Washington, DC 20016","$4,509","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-451, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-451, Washington, DC 20016","$2,751","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"1708 Kilbourne Pl NW, Washington, DC 20010","1708 Kilbourne Pl NW, Washington, DC 20010","$6,949","3 Beds, 2 Baths, 2,446 sq ft",2026070078
Connecticut,"3401 38th St NW Unit 0B-615-408, Washington, DC 20016","3401 38th St NW Unit 0B-615-408, Washington, DC 20016","$2,103","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-609-304, Washington, DC 20016","3401 38th St NW Unit 0B-609-304, Washington, DC 20016","$2,103","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-609-203, Washington, DC 20016","3401 38th St NW Unit 0B-609-203, Washington, DC 20016","$2,158","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-609-107, Washington, DC 20016","3401 38th St NW Unit 0B-609-107, Washington, DC 20016","$2,178","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-611-308, Washington, DC 20016","3401 38th St NW Unit 0B-611-308, Washington, DC 20016","$2,103","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 0B-617-203, Washington, DC 20016","3401 38th St NW Unit 0B-617-203, Washington, DC 20016","$2,533","Studio, 1 Bath, 500 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-TWR-211, Washington, DC 20016","3401 38th St NW Unit 1B-TWR-211, Washington, DC 20016","$2,530","1 Bed, 1 Bath, 730 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-615-208, Washington, DC 20016","3401 38th St NW Unit 1B-615-208, Washington, DC 20016","$2,362","1 Bed, 1 Bath, 620 sq ft",3018734307
Connecticut,"3401 38th St NW Unit 1B-P17-302, Washington, DC 20016","3401 38th St NW Unit 1B-P17-302, Washington, DC 20016","$3,110","1 Bed, 1.5 Baths, 800 sq ft",3018734307
Connecticut,"2509 Cliffbourne Pl NW Unit 3, Washington, DC 20009","2509 Cliffbourne Pl NW Unit 3, Washington, DC 20009","$1,675","Studio, 1 Bath",5713950794
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-347, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-347, Washington, DC 20016","$2,538","1 Bed, 1 Bath, 563 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-224, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-224, Washington, DC 20016","$2,861","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-227, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-227, Washington, DC 20016","$2,916","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-236, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-236, Washington, DC 20016","$2,866","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-360, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-360, Washington, DC 20016","$2,916","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-182, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-182, Washington, DC 20016","$3,101","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-452, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-452, Washington, DC 20016","$2,776","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-436, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-436, Washington, DC 20016","$2,951","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-527, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-527, Washington, DC 20016","$3,036","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-536, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-536, Washington, DC 20016","$2,986","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-480, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-480, Washington, DC 20016","$3,001","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-486, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-486, Washington, DC 20016","$2,971","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-505, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-505, Washington, DC 20016","$2,886","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-175, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-175, Washington, DC 20016","$2,876","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH05, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH05, Washington, DC 20016","$3,235","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH89, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH89, Washington, DC 20016","$3,235","1 Bed, 1 Bath, 960 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH09, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH09, Washington, DC 20016","$2,916","1 Bed, 1 Bath, 527 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-134, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-134, Washington, DC 20016","$2,739","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH85, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH85, Washington, DC 20016","$3,231","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH55, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH55, Washington, DC 20016","$3,281","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 1B-4K-PH87, Washington, DC 20016","4000 Wisconsin Ave NW Unit 1B-4K-PH87, Washington, DC 20016","$3,231","1 Bed, 1 Bath, 764 sq ft",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-174, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-174, Washington, DC 20016","$4,138","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-214, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-214, Washington, DC 20016","$4,617","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-317, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-317, Washington, DC 20016","$4,567","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH11, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH11, Washington, DC 20016","$5,144","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH43, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH43, Washington, DC 20016","$4,769","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH58, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH58, Washington, DC 20016","$5,044","2 Beds, 2 Baths",3018734307
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-PH70, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-PH70, Washington, DC 20016","$4,894","2 Beds, 2 Baths",3018734307
Connecticut,"3401 38th St NW Unit 407, Washington, DC 20016","3401 38th St NW Unit 407, Washington, DC 20016","$4,500","2 Beds, 2 Baths, 912 sq ft",2404013181
Connecticut,"1904 Calvert St NW, Washington, DC 20009","1904 Calvert St NW, Washington, DC 20009","$2,200","1 Bed, 1 Bath, 653 sq ft",2406724386
Connecticut,"3401 38th St NW Unit 1B-T23-303, Washington, DC 20016","3401 38th St NW Unit 1B-T23-303, Washington, DC 20016","$2,877","1 Bed, 1 Bath, 800 sq ft",3018734307
Connecticut,"3051 Idaho Ave NW Unit 417, Washington, DC 20016","3051 Idaho Ave NW Unit 417, Washington, DC 20016","$1,500","Studio, 1 Bath, 392 sq ft",7033004476
Connecticut,"4806 41st St NW, Washington, DC 20016","4806 41st St NW, Washington, DC 20016","$5,500","3 Beds, 3.5 Baths",3016573210
Connecticut,"3335 Idaho Ave NW, Washington, DC 20016","3335 Idaho Ave NW, Washington, DC 20016","$10,200","3 Beds, 3.5 Baths, 4,183 sq ft",2022156174
Connecticut,"2719 Ontario Rd NW, Washington, DC 20009","2719 Ontario Rd NW, Washington, DC 20009","$2,800","2 Beds, 2 Baths, 3,495 sq ft",2408485088
Connecticut,"2220 20th St NW Unit 57, Washington, DC 20009","2220 20th St NW Unit 57, Washington, DC 20009","$2,500","1 Bed, 1 Bath, 500 sq ft",7034689211
Connecticut,"2468 Belmont Rd NW, Washington, DC 20008","2468 Belmont Rd NW, Washington, DC 20008","$18,000","6 Beds, 7 Baths, 5,966 sq ft",4155164613
Connecticut,"4000 Wisconsin Ave NW Unit 2B-4K-404, Washington, DC 20016","4000 Wisconsin Ave NW Unit 2B-4K-404, Washington, DC 20016","$5,301","2 Beds, 2 Baths",3018734307
